Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Pair
2024-01-02,58.5,58.5625,57.0724983215332,57.88999938964844,57.88999938964844,5636800,ANET,ANET-JNPR
2024-01-03,57.36000061035156,58.22549819946289,57.05500030517578,57.349998474121094,57.349998474121094,4807200,ANET,ANET-JNPR
2024-01-04,57.3125,58.07624816894531,56.650001525878906,57.63999938964844,57.63999938964844,5306400,ANET,ANET-JNPR
2024-01-05,57.89500045776367,58.00749969482422,57.4375,57.72999954223633,57.72999954223633,4916000,ANET,ANET-JNPR
2024-01-08,58.75,61.47249984741211,58.75,61.462501525878906,61.462501525878906,8921600,ANET,ANET-JNPR
2024-01-09,61.25,61.8849983215332,60.392250061035156,61.29999923706055,61.29999923706055,5413200,ANET,ANET-JNPR
2024-01-10,61.875,62.8125,61.51974868774414,62.307498931884766,62.307498931884766,6708800,ANET,ANET-JNPR
2024-01-11,62.48749923706055,63.037498474121094,61.91925048828125,62.935001373291016,62.935001373291016,5027200,ANET,ANET-JNPR
2024-01-12,63.0,63.682498931884766,62.810001373291016,63.00749969482422,63.00749969482422,4929200,ANET,ANET-JNPR
2024-01-16,63.11000061035156,64.30249786376953,62.837501525878906,63.314998626708984,63.314998626708984,7755600,ANET,ANET-JNPR
2024-01-17,62.724998474121094,62.724998474121094,61.30500030517578,62.247501373291016,62.247501373291016,5674000,ANET,ANET-JNPR
2024-01-18,63.747501373291016,64.65499877929688,63.04399871826172,64.38999938964844,64.38999938964844,7445600,ANET,ANET-JNPR
2024-01-19,65.15249633789062,66.25,64.99874877929688,65.87750244140625,65.87750244140625,7606800,ANET,ANET-JNPR
2024-01-22,66.9175033569336,67.65750122070312,66.25,66.6500015258789,66.6500015258789,5882400,ANET,ANET-JNPR
2024-01-23,66.42749786376953,66.5,65.16999816894531,65.51000213623047,65.51000213623047,7108000,ANET,ANET-JNPR
2024-01-24,65.8375015258789,66.53250122070312,65.3655014038086,65.61750030517578,65.61750030517578,9588800,ANET,ANET-JNPR
2024-01-25,66.4375,67.50499725341797,65.75,66.1050033569336,66.1050033569336,6463200,ANET,ANET-JNPR
2024-01-26,65.48500061035156,66.65750122070312,65.4487533569336,66.0999984741211,66.0999984741211,5436400,ANET,ANET-JNPR
2024-01-29,66.27749633789062,67.44499969482422,66.27749633789062,67.3949966430664,67.3949966430664,7680400,ANET,ANET-JNPR
2024-01-30,67.57499694824219,68.2249984741211,67.4000015258789,67.98999786376953,67.98999786376953,6818000,ANET,ANET-JNPR
2024-01-31,66.13249969482422,66.87249755859375,64.32749938964844,64.66999816894531,64.66999816894531,12233600,ANET,ANET-JNPR
2024-02-01,65.5,65.93250274658203,65.16000366210938,65.74500274658203,65.74500274658203,8947600,ANET,ANET-JNPR
2024-02-02,68.66000366210938,69.24749755859375,67.27999877929688,68.2750015258789,68.2750015258789,13006800,ANET,ANET-JNPR
2024-02-05,68.75,69.0999984741211,67.25749969482422,68.24250030517578,68.24250030517578,7920000,ANET,ANET-JNPR
2024-02-06,68.24500274658203,68.31749725341797,65.53250122070312,66.22250366210938,66.22250366210938,10025600,ANET,ANET-JNPR
2024-02-07,66.5199966430664,67.53874969482422,66.18949890136719,66.76249694824219,66.76249694824219,9433600,ANET,ANET-JNPR
2024-02-08,67.5,69.72000122070312,67.25,68.97250366210938,68.97250366210938,9785200,ANET,ANET-JNPR
2024-02-09,70.5,71.20500183105469,69.64749908447266,70.61250305175781,70.61250305175781,12730400,ANET,ANET-JNPR
2024-02-12,73.16500091552734,73.16500091552734,70.04499816894531,70.22000122070312,70.22000122070312,37805600,ANET,ANET-JNPR
2024-02-13,64.47250366210938,67.68499755859375,63.98500061035156,66.37750244140625,66.37750244140625,28086400,ANET,ANET-JNPR
2024-02-14,67.5,67.8499984741211,65.95249938964844,66.4175033569336,66.4175033569336,13368400,ANET,ANET-JNPR
2024-02-15,66.55500030517578,66.93250274658203,65.0824966430664,66.625,66.625,10257600,ANET,ANET-JNPR
2024-02-16,66.3324966430664,67.09750366210938,65.41500091552734,65.4375,65.4375,9732800,ANET,ANET-JNPR
2024-02-20,64.51750183105469,65.10250091552734,63.59775161743164,64.90249633789062,64.90249633789062,10870000,ANET,ANET-JNPR
2024-02-21,64.22750091552734,64.69999694824219,63.27000045776367,63.622501373291016,63.622501373291016,10290000,ANET,ANET-JNPR
2024-02-22,65.33999633789062,67.54499816894531,65.33999633789062,67.19000244140625,67.19000244140625,14540400,ANET,ANET-JNPR
2024-02-23,67.38249969482422,68.43599700927734,66.0,66.91500091552734,66.91500091552734,7154400,ANET,ANET-JNPR
2024-02-26,67.5,69.30374908447266,67.1500015258789,68.43499755859375,68.43499755859375,9346000,ANET,ANET-JNPR
2024-02-27,68.5199966430664,69.07499694824219,67.80000305175781,67.97750091552734,67.97750091552734,5404400,ANET,ANET-JNPR
2024-02-28,67.6500015258789,68.88500213623047,67.53500366210938,68.2925033569336,68.2925033569336,4759600,ANET,ANET-JNPR
2024-02-29,68.75,69.5425033569336,68.56500244140625,69.38500213623047,69.38500213623047,9420800,ANET,ANET-JNPR
2024-03-01,70.4000015258789,72.0999984741211,70.25,71.93499755859375,71.93499755859375,10619600,ANET,ANET-JNPR
2024-03-04,72.0,72.82250213623047,71.6240005493164,71.98500061035156,71.98500061035156,8012800,ANET,ANET-JNPR
2024-03-05,71.00749969482422,71.0199966430664,68.7750015258789,70.11750030517578,70.11750030517578,9510000,ANET,ANET-JNPR
2024-03-06,71.07749938964844,71.69499969482422,70.125,71.125,71.125,7885200,ANET,ANET-JNPR
2024-03-07,71.5,72.21499633789062,70.55000305175781,71.62000274658203,71.62000274658203,9354800,ANET,ANET-JNPR
2024-03-08,71.62000274658203,71.82749938964844,68.06749725341797,68.27749633789062,68.27749633789062,12940000,ANET,ANET-JNPR
2024-03-11,67.33000183105469,67.94499969482422,65.9000015258789,67.75499725341797,67.75499725341797,8112400,ANET,ANET-JNPR
2024-03-12,68.25,70.48750305175781,67.6729965209961,70.46499633789062,70.46499633789062,9380800,ANET,ANET-JNPR
2024-03-13,69.99250030517578,70.5625,69.2074966430664,70.17749786376953,70.17749786376953,12094800,ANET,ANET-JNPR
